F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
81.54,-4.14,1,3.583,0,-12.9078,-3.40815,-3.7276,8482.98,-11.4114,-4304.36,-96903.174,8.0571,-4.686,2200.5,42.252,-7.726,10444.53,210.6,-5434.08,,False
42.934,-4.14,0,1.6072,0,-20.649,-3.948,-6.686,5288.64,-10.9908,-3127.76,-96947.04,5.29761,-3.8678,1981.89,37.026,-4.7958,9851.82,53.63,-5973.93,10.87,True
43.274,-4.14,0,1.8631,1,-14.793,-3.6183,-5.0742,4762.64,-11.1471,-4322.16,-96871.98,7.5951,-4.5576,2166.78,16.956,-5.9384,9992.88,383.21,-5432.85,11.96,False
46.606,-1.14,1,1.5436,1,-15.234,-3.5053,-9.71,8061.64,-14.949,-4722.16,-96895.1,5.8569,-4.2588,2091.39,28.018,-4.4558,10023.12,693.71,-5204.63,9.89,False
66.62,-1.14,1,2.162,0,-21.963,-3.36753,-3.369,8233.24,-11.8296,-3477.36,-96887.98,6.8379,-4.3646,2465.61,40.402,-5.5108,9781.041,205.03,-5713.83,10.67,False
44.564,-1.14,1,2.042,0,-11.5623,-3.4681,-3.9218,3998.64,-11.0346,-3430.96,-96975.62,11.166,-3.893,2882.01,27.628,-4.88,8804.43,370.61,-5393.24,8.16,True
47.384,-1.14,1,2.85,1,-12.126,-3.38291,-5.846,7913.44,-13.845,-1187.36,-96978.22,7.7361,-3.8924,2045.028,43.1,-6.1368,9244.83,81.57,-5659.63,,True
61.76,-1.14,1,1.9322,1,-12.1689,-3.6701,-6.126,6340.64,-11.5692,-281.36,-96981.44,8.079,-3.7644,2128.41,31.1858,-6.1732,8990.13,58.11,-5382.85,9.24,False
58.52,-4.14,1,3.588,1,-12.7995,-5.471,-6.448,8543.56,-16.944,-2249.56,-96880.3,9.921,-3.9974,2109.21,40.454,-5.4408,9282.33,115.32,-5418.62,,False
50.622,-1.14,1,1.1443,0,-14.133,-3.35799,-4.1168,6939.44,-12.1221,-3713.56,-96925.968,12.219,-4.4671,2550.81,40.74,-5.0412,9599.73,1833.61,-5784.03,,True
78.22,-1.14,0,2.357,0,-13.779,-3.8708,-4.4516,8822.04,-12.4239,-3871.8,-96927.072,6.4326,-6.631,1503.51,29.9586,-4.40792,10368.33,-34.29,-7368.63,10.96,False
46.83,-1.14,0,1.2549,1,-20.985,-3.4466,-8.524,8569.1,-13.869,-3836.78,-96920.21,6.1779,-5.066,2084.4,25.858,-10.636,9828.42,1143.61,-5511.89,9.26,False
59.54,-1.14,1,1.7113,0,-11.6562,-3.40709,-3.9684,7639.44,-11.4042,-2837.16,-97044.2,6.8691,-3.8932,2571.21,30.1214,-6.72,9068.13,327.61,-5438.207,,False
42.342,-1.14,0,4.207,1,-12.5604,-3.36787,-6.904,9896.44,-11.7006,-3932.06,-96738.9,9.249,-6.517,2062.41,48.072,-4.8452,10417.83,205.78,-6046.33,10.17,False
103.3,-4.14,0,1.9434,0,-11.817,-3.4775,-5.234,8385.94,-15.834,-3770.56,-96949.58,5.45217,-5.762,1972.23,13.236,-5.0904,9660.24,-66.69,-5302.43,8.81,False
73.52,-4.14,0,3.553,0,-20.706,-3.3409693,-3.26088,9272.44,-11.6574,-3883.9,-96759.84,6.951,-4.95,3276.21,34.968,-5.6874,9866.01,222.74,-5695.93,,False
47.452,-4.14,0,2.614,0,-12.1674,-3.36483,-3.4828,8038.84,-15.939,-4229.16,-96877.78,8.769,-4.4378,1960.77,24.5,-6.36,10363.53,149.38,-5413.6,,True
105.16,-1.14,0,1.1448,0,-14.679,-5.54,-6.46,8191.84,-12.4473,-2563.96,-96951.46,5.33886,-3.9406,2171.61,31.00368,-4.41086,9538.14,1124.21,-6114.03,,False
56.42,-1.14,1,2.124,1,-10.9641,-3.35261,-5.6,7339.84,-11.8578,-4734.56,-96923.992,6.1197,-4.3633,2095.71,43.858,-5.8942,12994.53,299.41,-5301.73,,False
40.284,-1.14,0,1.4645,1,-13.86,-3.7377,-3.619,8675.44,-11.2443,-2711.56,-101873.8,7.1307,-3.9708,2879.31,31.977,-6.358,9613.56,596.11,-5601.33,8.56,False
35.9976,-4.14,0,2.019,0,-10.7793,-3.4686,-3.6562,7224.84,-12.0729,-3697.96,-96943.14,11.643,-5.626,2951.31,24.888,-6.326,5854.53,297.41,-5613.53,,True
58.7,-4.14,0,3.203,0,-11.3517,-3.9855,-5.854,-357.36,-10.82361,-3644.96,-96955.72,6.621,-5.412,2188.98,27.086,-4.8022,7585.83,103.54,-5107.93,,True
45.794,-1.14,0,1.5077,0,-11.7042,-3.5237,-3.30108,6728.64,-11.6853,-4258.76,-96799.88,7.7268,-4.5551,3145.71,39.18,-4.5414,10485.93,444.41,-5225.43,,True
36.1046,-4.14,0,1.206,1,-11.0544,-3.7594,-7.004,8693.44,-15.705,-3625.96,-96845.12,9.339,-4.5071,1964.25,38.256,-6.932,11671.23,-151.69,-5542.63,11.15,True
116.44,-4.14,0,1.831,1,-13.791,-3.39667,-3.27636,7615.84,-12.5934,-3856.5,-96946.2,7.4877,-5.184,6975.81,8.22,-4.7622,9483.54,473.71,-5498.16,,False
46.062,-1.14,1,1.7743,0,-18.648,-3.7167,-3.3742,7942.04,-13.71,-3831.7,-96835.2,9.735,-4.3536,2089.14,27.802,-6.36,9807.63,112.04,-5445.743,,True
35.8212,-4.14,0,1.8133,0,-11.4009,-4.479,-6.92,8096.24,-16.296,-2572.96,-96898.99,5.45553,-4.0323,2028.567,38.22,-4.8536,9057.33,-38.19,-5783.83,,True
46.64,-4.14,0,2.269,1,-10.9446,-4.1557,-4.7652,8598.34,-12.3756,-4120.88,-96825.46,6.2772,-4.0822,1833.54,38.908,-9.616,13183.53,68.54,-5443.989,9.72,False
99.16,-1.14,0,2.274,0,-13.887,-3.37095,-3.4134,7642.04,-13.0941,-4069.78,-96836.52,8.466,-5.803,2872.41,48.326,-5.411,10016.13,284.21,-5446.415,10.28,True
64.4,-4.14,1,2.066,0,-16.806,-3.7676,-3.32986,7824.44,-12.8856,-3625.76,-96863,5.6688,-4.895,3642.51,33.794,-10.61,9651.12,218.73,-5483.23,,False
36.797,-1.14,0,1.3165,0,-17.277,-3.6539,-4.5724,7061.84,-12.3,-3993.96,-96101.8,6.2457,-4.716,2034.066,44.194,-6.434,9927.3,542.01,-5628.73,,True
45.04,-4.14,1,1.8561,0,-10.8273,-4.841,-5.0336,7408.24,-12.4344,-4386.56,-96929.76,6.2607,-4.2284,2168.16,29.2716,-6.546,11860.23,356.31,-5440.338,10.27,False
59.56,-1.14,1,2.081,0,-13.545,-3.9574,-3.966,7090.24,-12.2709,-5365.56,-96683.2,6.9507,-3.9069,2470.41,36.184,-8.096,10063.44,408.81,-5465.75,,True
52.026,-1.14,1,1.8311,1,-11.8341,-3.4987,-9.72,8567.62,-11.4171,-4270.56,-97493.2,11.73,-4.1487,2069.892,20.016,-5.4346,10368.93,328.21,-5354.06,,False
45.122,-1.14,0,1.1879,1,-11.4558,-4.767,-5.382,8832.24,-14.925,-3171.16,-96899.738,5.8209,-4.0969,1995.66,25.81,-8.014,10364.73,148.32,-5502.58,9.23,False
49.474,-1.14,0,2.461,0,-14.301,-3.7437,-10.224,6633.64,-11.8209,-4904.56,-96943.44,7.2969,-3.74339,2016.762,41.228,-4.6944,9969,54.63,-5113.33,10.4,True
38.3,-4.14,1,2.849,0,-12.4989,-3.40307,-4.3832,7528.24,-12.0843,-3830.16,-96639.4,6.5769,-4.3025,2523.51,33.416,-5.988,9452.43,277.21,-5453.266,10.77,False
55.56,-4.14,1,4.349,0,-10.8429,-4.0967,-6.886,8602.1,-13.4949,-3970.64,-97012.84,7.6659,-4.1363,1970.88,23.86,-5.2454,13309.53,109.17,-5405.03,,False
51.666,-4.14,1,1.296,1,-12.1641,-3.43563,-6.514,8188.84,-12.4533,-3893.28,-96837.92,10.257,-4.946,2098.53,24.454,-6.2268,10016.28,671.51,-5525.16,,True
36.1568,-1.14,0,1.4371,1,-11.7066,-3.7362,-5.346,8056.04,-17.004,-2848.76,-96944.12,5.9697,-3.9353,2085.54,31.4252,-13.246,9497.19,151.19,-5477.35,,False
36.2792,-1.14,0,1.4821,0,-12.6312,-3.7448,-6.334,8021.44,-14.94,-3652.36,-96978.84,7.2513,-5.927,1967.58,18.544,-5.7378,9520.56,-344.09,-5659.73,11.96,True
84.48,-4.14,1,1.936,0,-11.043,-3.37894,-4.2876,13966.64,-10.893,-3684.36,-96925.136,6.3936,-4.861,1834.71,45.798,-4.39178,10537.53,-53.19,-4337.63,,False
198.98,-1.14,0,2.655,0,-11.5929,-3.36628,-3.7026,8195.84,-11.6166,-3763.52,-96895.88,8.433,-4.817,2783.01,33.738,-4.34546,9270.63,225.99,-5139.93,10.03,False
54.572,-4.14,1,1.5063,1,-15.81,-3.6355,-3.3516,9024.24,-11.4042,-4572.56,-96910.006,6.6903,-3.71775,2749.11,43.206,-6.436,9872.88,317.41,-5369.2,,False
36.367,-4.14,0,5.32,1,-12.3915,-3.7923,-11.578,8607.6,-12.8397,-3685.36,-96934.618,8.364,-5.813,2047.803,38.224,-5.8114,9343.53,102.25,-5412.61,,False
45.754,-4.14,0,2.002,1,-10.8153,-3.37325,-4.5624,8564.86,-15.234,-3733.36,-97030.5,8.556,-4.4457,1318.11,22.78,-4.43374,17533.53,-213.59,-7438.63,8.74,True
50.292,-1.14,0,1.3865,0,-14.505,-3.9002,-6.928,7028.44,-11.7495,-4039.96,-96955.6,7.9776,-5.859,2119.26,38.544,-4.6952,10022.22,963.31,-6129.23,,True
39.828,-4.14,0,1.2021,0,-10.75752,-3.5033,-5.598,7911.04,-14.853,-3094.36,-96905.852,5.9298,-3.8899,2289.78,13.608,-10.32,5230.53,1026.51,-5434.93,9.27,True
84.04,-1.14,1,2.001,0,-11.1399,-3.6698,-3.7454,8170.64,-18.147,-3617.56,-97008.36,7.0989,-5.158,3080.91,28.062,-5.291,7351.23,347.11,-5724.53,,True
42.462,-1.14,1,2.394,1,-10.9464,-4.0727,-4.5018,4332.64,-11.3277,-3891.38,-96906.68,10.266,-4.815,1632.51,22.904,-6.566,13291.53,21.61,-5663.03,,True
58.1,-1.14,0,2.421,0,-11.7369,-3.3400642,-3.4256,8370.68,-11.757,-3449.36,-97020.14,5.34234,-4.982,1869.03,36.216,-5.5976,9306.03,55.32,-5653.03,,False
36.3702,-1.14,0,1.6964,0,-12.8829,-3.6389,-4.0752,8621.16,-17.682,-3753.16,-96918.933,7.5549,-5.976,2855.61,32.4342,-4.7672,9103.83,503.11,-5231.03,,False
46.156,-1.14,1,1.2593,0,-12.7005,-3.6201,-4.4234,7610.84,-13.443,-4094.24,-96840.8,6.2397,-5.209,2103.57,30.89336,-6.866,10373.13,969.51,-5578.93,10.73,True
44.682,-1.14,0,1.5503,0,-18.942,-3.41263,-3.5628,8687.04,-12.3903,-1245.36,-96886.94,6.6273,-3.9871,2262.75,46.058,-4.5544,9602.58,-66.29,-6356.53,,False
41.768,-1.14,0,1.4137,0,-11.1324,-6.208,-9.76,9026.64,-11.2917,-3356.36,-96922.962,6.1635,-4.808,2046.549,52.6,-6.798,8795.73,31.86,-5577.03,9.56,False
58.58,-4.14,1,1.2928,0,-21.543,-3.9088,-6.056,8586.94,-15.3,-3685.56,-96901.69,5.9445,-6.201,2067.909,17.172,-8.65,9725.94,182.99,-5536.5,10.02,True
105.7,-1.14,0,2.002,0,-14.655,-3.38343,-3.4442,3544.64,-10.9557,-4061.14,-96766.22,9.492,-4.934,1321.11,14.992,-5.7624,10112.73,117.45,-5519.06,8.63,True
38.97,-4.14,1,1.5619,0,-13.626,-3.5937,-5.97,5896.64,-11.427,-4030.5,-96762.86,7.2462,-4.4067,2023.455,40.7,-5.0582,9940.5,40.93,-5286.43,10.16,False
39.478,-4.14,1,1.9971,1,-18.255,-3.5562,-5.382,8695.04,-12.5073,-3779.36,-96815.28,6.2211,-4.841,1738.71,31.5192,-7.006,10020.33,-78.89,-5568.03,9.73,True
44.176,-1.14,1,2.263,0,-12.1065,-3.987,-5.061,8721.04,-13.698,-3426.36,-96829.42,5.45337,-4.843,2386.11,36.072,-4.853,8889.63,358.31,-6001.33,8.8,False
38.754,-4.14,1,1.2962,1,-13.761,-3.5642,-4.342,9635.04,-11.7321,398.64,-96870.28,5.7453,-3.72027,1722.81,23.584,-5.3054,10114.23,-277.79,-5652.13,,True
64.28,-4.14,0,2.068,0,-15.609,-3.42677,-3.885,5712.64,-11.208,-3052.56,-96915.2,6.5661,-4.3658,2272.2,32.4382,-10.508,9556.5,114.7,-5504.22,10.46,True
59.54,-1.14,1,1.07249,1,-11.0592,-3.8151,-4.9772,8526.88,-18.207,-3350.56,-96923.866,5.6502,-4.2589,2085.75,29.9118,-8.146,10040.91,1308.61,-5524.98,,True
47.236,-1.14,1,3.778,1,-11.2419,-3.35676,-5.228,7925.24,-13.989,-4242.16,-96961.62,5.7375,-4.0935,2070.93,19.93,-7.902,11214.63,190.72,-5526.58,10.13,True
38.048,-4.14,0,1.97,0,-11.7087,-3.39371,-5.4,8209.84,-13.911,-3834.56,-96931.384,7.7493,-4.5409,2307.63,8.56,-6.698,9389.73,458.91,-5495.89,,True
49.068,-1.14,1,2.82,1,-14.238,-3.4715,-4.2138,3760.64,-10.87524,-3930.118,-96944.18,5.8548,-6.833,2732.91,33.24,-6.2048,9598.98,341.31,-5500.17,9.69,False
44.798,-4.14,1,1.3275,1,-12.312,-3.8319,-4.8512,7363.44,-12.3528,-3982.52,-96968.14,7.9956,-4.755,2094.12,15.932,-7.472,10206.33,593.21,-5536.88,,True
57.26,-4.14,1,2.369,0,-12.66,-3.346452,-5.0254,8539.3,-13.797,1088.64,-96969.8,7.6356,-3.70487,1976.97,44.144,-6.2072,10020.06,110.41,-5547.21,,True
69.96,-1.14,1,2.37,1,-13.794,-4.671,-3.2951,3566.64,-10.9602,-3270.96,-96993.18,6.432,-4.0885,3172.71,36.068,-4.36766,9559.98,103.39,-4986.23,,False
36.5258,-4.14,1,1.1417,0,-12.162,-3.3400044,-5.0768,8137.84,-12.9624,-3648.96,-96918.327,5.8338,-3.8366,2108.88,21.15,-5.6074,9831.66,303.11,-5332.13,,False
37.482,-1.14,0,1.9406,0,-10.64247,-3.45,-3.5642,8638.04,-12.3036,-3825.56,-96893.46,7.6905,-4.5864,1573.11,38.994,-5.8198,14536.53,34.99,-5405.77,9.9,False
50.568,-1.14,1,3.242,1,-14.388,-3.38673,-3.5652,7765.24,-13.0851,-5263.96,-96888,8.7,-3.9319,2618.31,39.35,-5.0918,10037.82,230.21,-5375.37,,False
49.098,-1.14,1,1.612,1,-16.524,-4.1434,-8.15,8542.78,-14.097,-3849.9,-96912.232,6.5112,-7.868,2146.26,33.77,-7.012,9604.77,453.61,-5466.59,,False
55.09,-1.14,0,4.15,0,-13.914,-3.40914,-3.4302,7968.84,-14.115,-4053.54,-96901.878,5.4933,-5.836,1215.81,44.396,-4.7392,10245.33,124.149,-5490.86,10,True
83.3,-4.14,1,1.2805,1,-10.9242,-3.6439,-5.528,7956.44,-14.676,-3340.76,-96894.14,6.2745,-3.8118,1974.6,18.886,-5.06,11292.03,-37.49,-5686.33,,True
95.36,-1.14,1,3.351,1,-11.1933,-3.43817,-3.9876,8397.58,-15.411,-3225.56,-95586.2,5.8167,-4.3976,1926.63,41.7,-5.526,9566.46,96.53,-5698.93,11.71,True
37.2624,-1.14,0,3.452,0,-10.67043,-3.5912,-5.768,9741.24,-11.2497,-3297.96,-96043.2,6.3396,-3.8212,2026.338,16.908,-10.676,12862.53,127.434,-5435.59,,False
36.8842,-1.14,0,2.508,1,-11.1765,-3.41196,-3.8258,9715.44,-11.3253,-3211.36,-97243.4,8.19,-4.4276,3265.11,19.37,-11.108,6724.53,292.71,-5433.09,8.24,False
61.22,-4.14,0,1.3934,0,-14.811,-3.8551,-4.3802,8872.84,-13.0857,-3245.56,-96664.2,11.406,-3.8339,2498.61,18.65,-8.642,9730.14,999.71,-5473.35,,True
47.302,-1.14,0,2.432,1,-12.7179,-3.5563,-4.0872,262.64,-10.76133,-3611.36,-96846.8,6.1308,-4.4192,1544.61,27.122,-7.358,10360.23,45.76,-5619.23,,True
43.424,-1.14,0,1.2138,0,-17.142,-3.5889,-7.068,7929.44,-13.953,-2317.36,-97017.04,6.5157,-3.9628,2218.08,9.82,-9.506,9491.79,1141.61,-5482.14,9.09,True
39.018,-4.14,0,2.526,0,-10.9419,-3.35186,-4.7932,8546.56,-15.867,-3797.98,-97061.16,7.3725,-5.59,2003.13,24.36,-5.7084,10080.93,76.27,-5393.66,,False
108.7,-4.14,0,1.1102,0,-11.0067,-3.5124,-3.5372,7607.04,-12.9657,-2933.16,-96987.58,7.1856,-3.9527,3170.01,36.598,-5.948,8345.13,1998.61,-5633.03,,True
60.36,-4.14,1,1.4661,0,-11.7597,-3.5495,-3.9892,6922.84,-11.9613,-5123.96,-96678.6,5.559,-3.8606,2408.31,21.448,-5.6716,10599.63,878.51,-5714.23,,True
41.264,-1.14,0,1.4223,1,-15.171,-3.3406506,-7.294,8501.78,-15.288,-4177.36,-96913.12,7.3059,-3.9837,1967.7,38.134,-5.3618,10108.53,-5.19,-5441.439,,False
59.52,-1.14,0,1.1368,1,-10.71963,-3.43581,-6.236,8566.58,-18.246,-2445.56,-97074.96,5.9889,-3.9187,2189.67,28.224,-5.4864,6646.53,1567.61,-5541.94,,False
49.876,-4.14,0,1.244,0,-12.5886,-3.42396,-4.3408,5978.64,-11.4873,-4163.56,-96527.4,9.69,-4.4566,2129.43,41.004,-8.49,10312.23,991.51,-5526.07,10.27,True
35.435354,-1.14,1,1.6025,1,-14.787,-3.4396,-5.142,8197.24,-20.568,-4332.56,-96952,6.0798,-4.3548,1907.79,30.666,-4.7708,10146.33,64.93,-5495.77,10.04,False
48.684,-1.14,1,3.643,0,-12.771,-5.008,-4.0526,6826.84,-11.7714,-3499.56,-96893.14,7.2054,-4.972,2124.21,29.2758,-4.5182,9342.33,95.54,-6287.93,,True
36.737,-4.14,0,1.4643,0,-10.8048,-3.9125,-6.758,8606.54,-15.078,-595.36,-96946.22,8.811,-3.70633,2015.187,30.5764,-4.42248,11159.73,-2.29,-4992.13,,False
88.34,-1.14,1,3.115,0,-14.511,-5.426,-4.8522,9259.04,-11.8629,-3860.4,-96962.36,7.1511,-5.128,2270.7,27.164,-6.53,9767.355,234.01,-5442.025,9.38,False
38.026,-1.14,1,1.3474,0,-10.70439,-7.831,-4.3904,-4139.36,-10.77219,-5029.36,-96907.048,10.698,-3.7616,2147.4,28.074,-5.6424,11662.53,350.51,-5413.93,9.98,True
36.0834,-1.14,0,1.2377,1,-12.1914,-3.5322,-4.0834,6617.04,-11.3814,-4063.5,-96727.74,5.7858,-7.235,2025.84,36.556,-5.0968,10775.13,708.11,-5376.45,9.72,True
63.4,-1.14,1,1.0747,0,-10.9998,-4.025,-4.5026,7031.44,-12.0672,-3854.36,-96882.7,8.736,-5.629,2078.82,17.384,-4.6468,9362.43,-706.29,-5269.13,,True
48.076,-1.14,1,2.916,1,-10.893,-3.8311,-5.836,7635.04,-12.5376,-4200.16,-96878.9,6.5703,-4.2605,2162.82,37.166,-8.062,11664.93,296.01,-5531.13,11.66,True
73.96,-1.14,1,2.098,0,-13.803,-3.548,-4.1588,5558.64,-11.2008,-2715.36,-96908.536,5.39937,-4.1742,2479.71,26.666,-4.8602,9200.13,157.83,-5635.53,,True
66,-4.14,1,1.4162,0,-13.656,-3.5358,-5.502,8044.64,-16.575,-4361.36,-96918.152,10.722,-4.3382,2154.3,31.838,-5.5048,10021.59,677.71,-5492.2,9.87,False
46.968,-4.14,0,1.5687,1,-14.124,-4.737,-4.3906,8180.44,-13.2909,-3895.1,-96917.684,8.0517,-6.552,2435.31,41.388,-4.5686,9659.58,565.71,-5711.73,,False
85.44,-1.14,0,3.197,1,-13.788,-3.9542,-5.52,8596.64,-14.427,-3354.56,-96902.098,5.376,-4.5554,2279.13,43.07,-5.0086,9435.03,247.11,-5870.13,,True
49.24,-4.14,0,1.6478,1,-12.2844,-3.344317,-3.9412,9364.64,-11.1132,-3549.16,-96909.516,7.4835,-5.517,2641.11,34.148,-5.2282,8933.43,367.21,-5792.93,,True
52.858,-1.14,0,1.0689,0,-12.0864,-3.3402727,-5.814,8904.44,-11.9655,-3887.02,-96893.98,5.169717,-4.3796,2142.51,27.874,-5.0576,9903.96,2311.61,-5315.43,,False
46.536,-4.14,0,1.684,0,-12.2916,-3.3755,-5.714,7625.64,-13.4061,-787.36,-96853.82,5.7456,-3.7644,2260.65,30.5126,-9.038,9081.93,438.81,-5500.26,11.32,True
43.506,-1.14,0,1.09413,0,-12.5469,-3.5119,-4.7456,7885.24,-13.899,-3200.96,-96971.54,5.30847,-4.5269,2206.2,37.382,-6.0268,8955.93,-660.79,-5483.93,,True
51.236,-4.14,1,1.6444,1,-12.5205,-3.42624,-3.9024,8509.32,-20.418,-3665.36,-96965.28,9.324,-5.379,2887.71,31.0512,-7.752,9192.33,581.21,-5517.44,10.27,True
63.36,-4.14,1,2.678,0,-12.6621,-3.3945,-3.6234,7959.04,-13.5564,-3015.36,-96831.22,5.6568,-3.7593,1808.46,16.276,-9.302,10104.93,126.509,-5490.76,11,True
46.928,-1.14,0,2.02,1,-11.9832,-3.5694,-9.938,5636.64,-11.1579,-1267.36,-96848.98,6.834,-3.8821,2095.83,32.1286,-6.1202,8682.03,149.52,-5528.4,,True
39.618,-1.14,1,1.2282,0,-12.7482,-3.808,-3.4934,8822.24,-12.8814,744.64,-97173.2,6.7128,-3.70634,1286.91,43.622,-5.5552,10032.6,-571.09,-5394.56,9.48,False
55.008,-4.14,0,2.316,1,-12.3255,-3.3775,-6.642,7981.64,-12.933,-5166.56,-96879.98,7.1106,-3.7508,2141.46,44.498,-5.6032,10103.73,355.41,-5602.13,11.78,True
46.138,-1.14,1,1.1403,1,-20.955,-4.0515,-6.866,6897.44,-12.0612,-3492.76,-96858.76,7.878,-5.189,2170.62,15.33,-5.4518,9579.12,562.81,-5650.13,,True
43.288,-4.14,1,1.1859,0,-16.677,-3.42709,-4.0664,8574.54,-17.025,-3924.006,-96928.622,8.862,-5.15,2233.47,20.024,-7.128,9893.49,1181.61,-5493.45,9.92,True
53.476,-4.14,1,2.72,1,-14.709,-3.39622,-3.5682,12256.64,-10.9125,-3715.76,-96979.14,9.972,-4.6145,2024.451,44.98,-7.036,9806.79,91.12,-5364.2,,False
59.54,-1.14,1,2.052,0,-13.4328,-3.3406314,-5.512,8518.08,-14.502,-145.36,-97119.6,8.733,-3.7608,2290.47,34.968,-11.14,9333.33,319.01,-5449.847,,False
38.64,-1.14,0,2.584,1,-17.481,-6.48,-5.596,8585.16,-14.403,-2874.36,-97179,5.8959,-3.9454,2026.128,39.504,-6.62,9811.8,124.206,-5510.66,8.45,False
63.56,-1.14,0,2.957,0,-11.7021,-4.1163,-3.6554,8196.04,-14.136,-3706.56,-96936.91,5.5803,-4.5509,1719.21,33.976,-5.7072,10345.23,114.72,-5643.93,,True
70.16,-1.14,0,3.36,1,-18.879,-3.40998,-4.9224,8931.64,-14.658,-1952.96,-96962.54,5.367,-3.7819,2454.21,46.982,-4.5406,9646.86,257.51,-4825.73,,False
43.726,-4.14,1,2.768,1,-12.8178,-3.6714,-6.252,8453.138,-16.326,-3669.56,-96943.82,10.26,-4.2431,2104.77,12.484,-8.192,10064.19,277.71,-5580.33,12.85,True
47.444,-4.14,1,2.186,1,-14.391,-3.37678,-3.759,7002.44,-11.9292,-4005.72,-96884.88,6.5112,-6.351,2384.31,30.833732,-8.586,10027.86,352.61,-5522.97,,True
79.98,-4.14,1,1.224,1,-10.71471,-3.37025,-3.9888,7154.84,-12.3543,-3811.26,-96917.404,7.0449,-4.93,2916.81,30.62394,-7.26,4366.53,1387.61,-5448.3809,,False
73.44,-4.14,0,1.3685,0,-11.9925,-3.7551,-7.208,7717.24,-13.011,-5824.36,-96832.02,5.8836,-3.9224,2090.91,21.954,-4.8832,10709.13,775.01,-5276.03,,True
72.9,-1.14,1,1.5882,0,-22.08,-3.345198,-3.4946,6350.64,-11.2896,-4130.3,-96898.408,5.43564,-5.7,2882.01,28.024,-5.098,9861.93,577.81,-5372.78,10.96,True
54.614,-4.14,0,1.7689,0,-11.457,-3.6742,-3.5476,8052.44,-14.25,-3633.36,-96933.674,6.8415,-5.179,2902.11,11.45,-4.6856,8835.63,295.01,-6210.03,,True
54.854,-4.14,1,2.762,1,-11.6049,-5.236,-3.7046,7344.64,-11.6493,-2370.56,-98621.6,5.8047,-3.9597,2767.71,26.006,-7.622,8878.23,219.67,-5551.03,11.36,True
50.234,-1.14,1,2.097,0,-13.779,-3.35297,-5.184,8568.24,-14.247,-3591.16,-96894.42,8.862,-5.387,2141.55,36.404,-5.3086,9405.03,71.71,-5393.42,10.16,True
44.424,-1.14,1,1.8604,1,-10.9956,-4.0582,-5.186,9196.04,-11.1531,-3617.56,-96898.494,8.892,-4.3885,2266.29,32.3262,-4.6718,8688.03,359.91,-5439.324,10.19,False
77.88,-4.14,1,1.6432,0,-20.829,-3.6253,-5.1234,3672.64,-11.0643,-4438.96,-96903.912,6.5463,-3.9737,2298.39,27.266,-4.36312,9802.59,705.11,-7626.63,,True
56.76,-4.14,0,1.055,1,-11.4651,-3.4654,-4.85,7199.84,-11.8491,-4019.44,-96913.098,6.7005,-4.923,2110.98,34.188,-4.41612,10578.03,2896.61,-6361.83,10.88,True
38.088,-1.14,0,1.9233,1,-18.567,-3.5552,-3.3552,9548.84,-11.6712,-1897.36,-96881.18,7.209,-3.9497,5919.81,29.6468,-5.97,9555.21,516.11,-5605.13,,False
48.89,-1.14,1,1.4673,0,-11.3895,-3.34136,-7.646,8064.44,-15.183,-3944.208,-96971.12,5.24775,-6.202,2024.517,22.912,-5.4872,10446.93,56.56,-5429.14,,True
99.4,-4.14,0,1.5499,0,-15.048,-3.341274,-4.4802,7516.64,-12.1182,-3981.64,-96884.02,6.3732,-7.136,2229.42,5.76,-5.3504,9875.22,432.41,-5406.6,,False
45.866,-1.14,0,2.021,1,-10.9521,-3.4851,-5.746,8524.46,-12.93,-4064.64,-96984.8,6.2313,-6.059,2046.156,39.502,-5.2128,12844.53,250.21,-5308.53,8.66,False
62.6,-4.14,0,1.1422,0,-21.546,-3.40953,-3.6566,8353.28,-17.682,-3457.16,-97021.26,5.7573,-3.8102,2924.91,34.618,-4.7702,9747.606,1746.61,-5491.1,9.67,True
89.92,-4.14,1,4.011,0,-11.7024,-3.6551,-10.864,7388.24,-10.9413,-3841.9,-96902.25,5.170272,-5.248,2068.089,43.604,-12.81,10216.53,209.82,-5503.74,,True
36.22,-1.14,1,1.5962,0,-11.9667,-4.671,-3.2943,8233.84,-11.9955,-4074.02,-96911.728,9.114,-4.0833,-178.89,26.538,-5.6318,10849.83,19.71,-5515.35,9.51,False
48.234,-4.14,1,1.5014,1,-13.2795,-3.341452,-5.574,8324.74,-17.949,-3899.4,-96896.08,5.31978,-6.129,2276.37,28.25,-5.0822,9601.32,717.71,-5566.03,,False
65.5,-1.14,1,4.605,1,-16.272,-3.35002,-5.718,8420.54,-12.138,-2487.96,-96911.128,9.48,-3.8403,1983.21,32.2536,-5.536,9892.44,127.446,-5702.53,11.31,True
60.5,-1.14,1,1.08819,0,-16.329,-4.812,-3.342,8682.84,-15.993,2416.64,-96874.2,6.792,-3.7735,3125.01,33.874,-5.06,9507.42,-836.29,-5411.13,9.87,False
58.14,-1.14,1,1.7455,0,-19.764,-3.38039,-4.3272,5306.64,-11.4957,-3886.4,-96950.9,8.658,-5.46,1761,12.446,-5.509,9864.66,-68.29,-5613.73,,True
